Mod:Item:MetaData, Localized Name
bibliocraft:slottedbook, 中空书
bibliocraft:handdrill, 手摇钻
bibliocraft:tapemeasure, 卷尺
bibliocraft:tape, 卷尺卷筒
bibliocraft:bibliochase, 拓印槽
bibliocraft:printplate, 拓印片
bibliocraft:enchantedplate, 附魔片
bibliocraft:biblioredbook, 红石之书：第一卷
bibliocraft:biblioglasses:0, 老花镜
bibliocraft:biblioglasses:1, 太阳镜
bibliocraft:biblioglasses:2, 单片眼镜
bibliocraft:bibliodrill, 机械螺丝刀
bibliocraft:bibliocreativelock, 钥匙与锁
bibliocraft:biblioclipboard, 写字板
champions:champion_egg, 生成精英怪
combustfish:combustive_cod, 燃烧鳕鱼
combustfish:golden_rod, 黄金钓竿
combustfish:cooled_cod, 冷却的鳕鱼
combustfish:magma_string, 岩浆线
combustfish:searing_swordfish, 炽热剑鱼
combustfish:tempered_swordfish, 降温的剑鱼
combustfish:bone_fish, 骨鱼
coroutil:repairing_block, 修复方块
coroutil:item_repairing_gel, 修复凝胶
ctmortar:mortar_wood, 研钵与研杵（木质）
ctmortar:mortar_stone, 研钵与研杵（石质）
ctmortar:mortar_iron, 研钵与研杵（铁质）
ctmortar:mortar_diamond, 研钵与研杵（钻石质）
mod_lavacow:netherstew, 疙瘩汤
mod_lavacow:canebeef, 甘蔗牛
mod_lavacow:canepork, 甘蔗猪
mod_lavacow:canerottenmeat, 甘蔗腐肉
mod_lavacow:fissionpotion, 分裂生殖药水
mod_lavacow:hyphae, 菌丝根
mod_lavacow:parasite_item:0, 尸蛆
mod_lavacow:parasite_item:1, 尸蛆
mod_lavacow:parasite_item:2, 尸蛆
mod_lavacow:parasite_item_cooked, 炙烧蛆
mod_lavacow:piranha, 食人鱼
mod_lavacow:piranha_cooked, 烤食人鱼
mod_lavacow:cheirolepis, 鳕鳞鱼
mod_lavacow:cheirolepis_cooked, 烤鳕鳞鱼
mod_lavacow:mousse, 肉糜
mod_lavacow:meatball, 肉丸
mod_lavacow:sharptooth, 尖锐利牙
mod_lavacow:bonesword, 骸骨大剑
mod_lavacow:intestine, 肠子
mod_lavacow:frozenthigh, 霜降蹄膀
mod_lavacow:poisonspore, 剧毒孢子
mod_lavacow:undyingheart, 不死之心
mod_lavacow:goldenheart, 黄金之心
mod_lavacow:moltenbeef, 熔核肉
mod_lavacow:moltenaxe, 熔核斧
mod_lavacow:moltenhammer, 熔核锤
mod_lavacow:mootenheart, 熔核之心
mod_lavacow:potion_of_mooten_lava, 哞哞熔岩药水
mod_lavacow:swinemask, 疫猪面具
mod_lavacow:plagued_porkchop, 疫猪肉
mod_lavacow:green_bacon_and_eggs, 绿培根蛋
mod_lavacow:pigboarhide, 疫猪皮
mod_lavacow:scythe_claw, 镰刀爪
mod_lavacow:reapers_scythe, 亡天使之镰
mod_lavacow:famine, 『饥荒』
mod_lavacow:mimic_claw, 拟箱蟹爪
mod_lavacow:mimic_claw_cooked, 嫩烤蟹爪
mod_lavacow:silky_sludge, 丝滑软泥
mod_lavacow:mossy_stick, 苔藓枝节
mod_lavacow:sludge_wand, 『恶疫』
mod_lavacow:burntovipositor, 烧焦输卵管
mod_lavacow:war, 『战争』
mod_lavacow:moltenpan, 熔核煎锅
mod_lavacow:felarmor_helmet, 熔核战盔
mod_lavacow:felarmor_chestplate, 熔核护胸
mod_lavacow:felarmor_leggings, 熔核腿铠
mod_lavacow:felarmor_boots, 熔核护胫
mod_lavacow:ptera_wing:0, 翼生兽翅
mod_lavacow:ptera_wing:1, 翼生兽翅
mod_lavacow:ptera_wing_cooked, 烧鸡大翅
mod_lavacow:poisonstinger, 毒针
mod_lavacow:vespa_carapace, 巨蜂壳
mod_lavacow:tooth_dagger, 利牙匕首
mod_lavacow:vespa_dagger, 蜂螫刃
mod_lavacow:sausage_roll, 大虫包小肠
mod_lavacow:swinearmor_chestplate, 疫猪外套
mod_lavacow:swinearmor_leggings, 疫猪腿甲
mod_lavacow:swinearmor_boots, 疫猪短靴
mod_lavacow:zombiepiranha_item, 群猎者
mod_lavacow:zombiepiranha_item_cooked, 烤群猎者
mod_lavacow:piranhalauncher, 群猎者发射器
mod_lavacow:cursed_fabric, 织布碎块
mod_lavacow:cursed_bandage:0, 宠爱绷带
mod_lavacow:cursed_bandage:1, 宠爱绷带
mod_lavacow:cursed_bandage:2, 宠爱绷带
mod_lavacow:cursed_bandage:3, 宠爱绷带
mod_lavacow:holy_sludge, 圣辉软泥
mod_lavacow:holy_grenade, 神圣手雷
mod_lavacow:feather_black, 黑色羽毛
mod_lavacow:shattered_ice, 碎冰
mod_lavacow:halo_necklace, 辉映项链
mod_lavacow:dreamcatcher, 捕梦网
mod_lavacow:raven_whistle, 渡鸦哨
mod_lavacow:acidicheart, 酸囊之心
mod_lavacow:faminearmor_helmet, 饥荒颅盔
mod_lavacow:faminearmor_chestplate, 饥荒外套
mod_lavacow:faminearmor_leggings, 饥荒腿甲
mod_lavacow:faminearmor_boots, 饥荒蹄靴
mod_lavacow:foul_bristle, 恶臭粗鬃
mod_lavacow:crabcake, 蟹肉糕
mod_lavacow:ectoplasm, 灵浆
mod_lavacow:ghostjelly, 鬼灵果冻
mod_lavacow:banshee_vocal_cord, 女妖声带
mod_lavacow:weta_jaw, 沙螽大颚
mod_lavacow:chitin, 几丁质
mod_lavacow:ghostbomb, 鬼灵炸弹
mod_lavacow:sonicbomb, 音爆弹
mod_lavacow:weta_hoe, 沙螽锄
mod_lavacow:bonestew, 大骨炖汤
mod_lavacow:vespa_shield, 巨蜂卫盾
mod_lavacow:frozen_dagger, 冰川刃
mod_lavacow:spectral_dagger, 鬼灵匕首
mod_lavacow:hatred_shard, 万军追忆
mod_lavacow:kings_crown:0, 王之冠
mod_lavacow:kings_crown:1, 王之冠
mod_lavacow:skeletonking_crown, 统御之冠
mod_lavacow:emblem_of_king, 王之徽纪
mod_lavacow:beast_claw, 蛮兽爪
mod_lavacow:curseweave_cloth, 咒织布
mod_lavacow:undertaker_shovel, 夜叹
mod_lavacow:skeletonking_mace, 『死亡』
mod_lavacow:glowshroom, 萤光蕈
mod_lavacow:pileofsludge, 软泥滩
mod_lavacow:glowshroom_block_stem, 萤光蕈柄
mod_lavacow:glowshroom_block_cap, 萤光蕈伞
mod_lavacow:bloodtooth_shroom, 血齿蕈
mod_lavacow:cordy_shroom, 虫草蕈
mod_lavacow:veil_shroom, 幕帷蕈
mod_lavacow:scarecrowhead_common, 稻草人头
mod_lavacow:scarecrowhead_straw, 稻草人头
mod_lavacow:scarecrowhead_plague, 稻草人头
mod_lavacow:tombstone, 墓碑
itemfilters:filter, 物品过滤器
itemfilters:missing, 缺少物品
ftbquests:screen, 任务显示器
ftbquests:progress_detector, 任务进度检测器
ftbquests:detector:0, 红石检测器
ftbquests:detector:1, 玩家检测器
ftbquests:progress_screen, 进度显示器
ftbquests:chest, 任务箱子
ftbquests:loot_crate_storage, 奖励箱存储器
ftbquests:loot_crate_opener, 奖励箱开箱器
ftbquests:barrier, 任务屏障
ftbquests:reward_collector, Reward Collector
ftbquests:book, 任务书
ftbquests:lootcrate, 奖励箱
ftbquests:custom_icon, 自定义图标
cgm:workbench, 枪械工作台
cgm:handgun, 手枪
cgm:shotgun, 霰弹枪
cgm:rifle, 步枪
cgm:grenade_launcher, 榴弹枪
cgm:bazooka, 巴祖卡火箭筒
cgm:chain_gun, 加特林机枪
cgm:assault_rifle, 突击步枪
cgm:machine_pistol, 自动手枪
cgm:basic_ammo, 基础弹药
cgm:advanced_ammo, 高级弹药
cgm:shell, 霰弹
cgm:missile, 导弹
cgm:grenade, 手榴弹
cgm:stun_grenade, 闪光弹
cgm:part:0, item.cgm.part_chain_gun_base.name
cgm:scope:0, 瞄准镜（短）
cgm:scope:1, 瞄准镜（中）
cgm:scope:2, 瞄准镜（长）
cgm:silencer, 消音器
littleframes:creative_frame, 创意相框
littletiles:hammer:0, 锤子
littletiles:recipeadvanced:0, 配方图纸（高级）
littletiles:saw, 锯子
littletiles:container, 收纳容器
littletiles:wrench, 扳手
littletiles:screwdriver:0, 螺丝刀
littletiles:chisel:0, 凿子
littletiles:colortube:0, 色管
littletiles:grabber:0, 手套
littletiles:premade:0, 工作台
littletiles:premade:0, 输入台
littletiles:premade:0, 输出台
littletiles:premade:0, 粒子发射器
littletiles:premade:0, O形电气化工具（空白）
littletiles:premade:0, 单芯电缆 (1-bit)
littletiles:premade:0, 单芯电缆 (4-bit)
littletiles:premade:0, 单芯电缆 (16-bit)
littletiles:premade:0, 单向输出 (1-bit)
littletiles:premade:0, 单向输出 (4-bit)
littletiles:premade:0, 单向输出 (16-bit)
littletiles:premade:0, 单向输入 (1-bit)
littletiles:premade:0, 单向输入 (4-bit)
littletiles:premade:0, 单向输入 (16-bit)
littletiles:premade:0, 信号显示器 (16 bit)
littletiles:premade:0, 结构生成器
littletiles:ltstorageblocktile, 储存方块
littletiles:ltcoloredblock:0, 染色方块（清澈）
littletiles:ltcoloredblock:1, 染色方块（基底）
littletiles:ltcoloredblock:2, 染色方块（大纹理）
littletiles:ltcoloredblock:3, 染色方块（正常纹理）
littletiles:ltcoloredblock:4, 染色方块（低纹理）
littletiles:ltcoloredblock:5, 染色方块（砖块）
littletiles:ltcoloredblock:6, 染色方块（邻接）
littletiles:ltcoloredblock:7, 染色方块（大石砖）
littletiles:ltcoloredblock:8, Dyeable Chiseled
littletiles:ltcoloredblock:9, 染色方块（大裂石砖）
littletiles:ltcoloredblock:10, 染色方块（黏土）
littletiles:ltcoloredblock:12, 岩浆方块
littletiles:ltcoloredblock:13, Dyeable Strips
littletiles:ltcoloredblock:14, 岩浆方块（白色）
littletiles:ltcoloredblock2:0, 染色方块（砂砾）
littletiles:ltcoloredblock2:1, 染色方块（沙子）
littletiles:ltcoloredblock2:2, 染色方块（石头）
littletiles:ltcoloredblock2:3, Dyeable Cork
littletiles:ltcoloredblock2:4, 白色不透明的水
littletiles:lttransparentcoloredblock:5, 水方块
littletiles:lttransparentcoloredblock:6, 水方块（白色）
littletiles:ltsinglecable, tile.ltsinglecable.name
littletiles:ltinput, tile.ltinput.name
littletiles:ltoutput, tile.ltoutput.name
littletiles:signal_converter, 信号转换器
mekanism:electricbow, 电动弓
mekanism:dust:0, 铁粉
mekanism:dust:1, 金粉
mekanism:dust:2, 锇粉
mekanism:dust:3, 铜粉
mekanism:dust:4, 锡粉
mekanism:dust:5, 银粉
mekanism:dust:6, 铅粉
mekanism:ingot:0, 强化黑曜石锭
mekanism:ingot:1, 锇锭
mekanism:ingot:2, 青铜锭
mekanism:ingot:3, 荧石锭
mekanism:ingot:4, 钢锭
mekanism:ingot:5, 铜锭
mekanism:ingot:6, 锡锭
mekanism:nugget:0, 强化黑曜石粒
mekanism:nugget:1, 锇粒
mekanism:nugget:2, 青铜块
mekanism:nugget:3, 荧石粒
mekanism:nugget:4, 钢粒
mekanism:nugget:5, 铜粒
mekanism:nugget:6, 锡粒
mekanism:energytablet, 能量板
mekanism:speedupgrade, 速度升级
mekanism:energyupgrade, 能量升级
mekanism:filterupgrade, 过滤升级
mekanism:mufflingupgrade, 降噪升级
mekanism:gasupgrade, 气体升级
mekanism:anchorupgrade, 锚升级
mekanism:robit, 机器人
mekanism:atomicdisassembler, 原子分解机
mekanism:enrichedalloy, 富集合金
mekanism:reinforcedalloy, 强化合金
mekanism:atomicalloy, 原子合金
mekanism:itemproxy, item.ItemProxy.name
mekanism:controlcircuit:0, 基础控制电路
mekanism:controlcircuit:1, 高级控制电路
mekanism:controlcircuit:2, 精英控制电路
mekanism:controlcircuit:3, 终极控制电路
mekanism:enrichediron, 富集铁
mekanism:compressedcarbon, 压缩碳
mekanism:compressedredstone, 压缩红石
mekanism:compresseddiamond, 压缩钻石
mekanism:compressedobsidian, 压缩黑曜石
mekanism:portableteleporter, 便携传送器
mekanism:teleportationcore, 传送核心
mekanism:clump:0, 铁碎块
mekanism:clump:1, 金碎块
mekanism:clump:2, 锇碎块
mekanism:clump:3, 铜碎块
mekanism:clump:4, 锡碎块
mekanism:clump:5, 银碎块
mekanism:clump:6, 铅碎块
mekanism:dirtydust:0, 污浊的铁粉
mekanism:dirtydust:1, 污浊的金粉
mekanism:dirtydust:2, 污浊的锇粉
mekanism:dirtydust:3, 污浊的铜粉
mekanism:dirtydust:4, 污浊的锡粉
mekanism:dirtydust:5, 污浊的银粉
mekanism:dirtydust:6, 污浊的铅粉
mekanism:configurator, 调整器
mekanism:networkreader, 网络读取器
mekanism:walkietalkie, 步话机
mekanism:jetpack, 喷射背包
mekanism:dictionary, 辞典
mekanism:gasmask, 潜水面具
mekanism:scubatank, 潜水罐
mekanism:balloon:0, §8黑色 气球
mekanism:balloon:1, §c红色 气球
mekanism:balloon:2, §2绿色 气球
mekanism:balloon:3, §6棕色 气球
mekanism:balloon:4, §1蓝色 气球
mekanism:balloon:5, §5紫色 气球
mekanism:balloon:6, §3青色 气球
mekanism:balloon:7, §7淡灰色 气球
mekanism:balloon:8, §8灰色 气球
mekanism:balloon:9, §d粉红色 气球
mekanism:balloon:10, §a黄绿色 气球
mekanism:balloon:11, §e黄色 气球
mekanism:balloon:12, §9淡蓝色 气球
mekanism:balloon:13, §d品红色 气球
mekanism:balloon:14, §6橙色 气球
mekanism:balloon:15, §f白色 气球
mekanism:shard:0, 铁碎片
mekanism:shard:1, 金碎片
mekanism:shard:2, 锇碎片
mekanism:shard:3, 铜碎片
mekanism:shard:4, 锡碎片
mekanism:shard:5, 银碎片
mekanism:shard:6, 铅碎片
mekanism:electrolyticcore, 电解核心
mekanism:sawdust, 锯屑
mekanism:salt, 盐
mekanism:crystal:0, 铁晶体
mekanism:crystal:1, 金晶体
mekanism:crystal:2, 锇晶体
mekanism:crystal:3, 铜晶体
mekanism:crystal:4, 锡晶体
mekanism:crystal:5, 银晶体
mekanism:crystal:6, 铅晶体
mekanism:freerunners, 自由助跑器
mekanism:armoredjetpack, 装甲喷气背包
mekanism:configurationcard, 配置卡
mekanism:craftingformula, 合成配方
mekanism:seismicreader, 地震读取器
mekanism:substrate, 基片
mekanism:polyethene:0, HDPE 弹
mekanism:polyethene:1, HDPE 棒
mekanism:polyethene:2, HDPE 纸
mekanism:polyethene:3, 塑料棒
mekanism:biofuel, 生物燃料
mekanism:flamethrower, 喷火器
mekanism:gaugedropper, 滴量器
mekanism:tierinstaller:0, 基础工厂安装器
mekanism:tierinstaller:1, 高级工厂安装器
mekanism:tierinstaller:2, 精英工厂安装器
mekanism:tierinstaller:3, 终极工厂安装器
mekanism:otherdust:0, 钻石粉
mekanism:otherdust:1, 钢粉
mekanism:otherdust:3, 硫粉
mekanism:otherdust:4, 锂粉
mekanism:otherdust:5, 强化黑曜石粉
mekanism:otherdust:6, 黑曜石粉
mekanism:basicblock:0, 锇方块
mekanism:basicblock:1, 青铜方块
mekanism:basicblock:2, 强化黑曜石
mekanism:basicblock:3, 木炭块
mekanism:basicblock:4, 强化荧石
mekanism:basicblock:5, 钢方块
mekanism:basicblock:6, 基础箱柜
mekanism:basicblock:6, 高级箱柜
mekanism:basicblock:6, 精英箱柜
mekanism:basicblock:6, 终极箱柜
mekanism:basicblock:6, 创造箱柜
mekanism:basicblock:7, 传送框架
mekanism:basicblock:8, 钢质机壳
mekanism:basicblock:9, 动态储罐
mekanism:basicblock:10, 结构玻璃
mekanism:basicblock:11, 动态阀门
mekanism:basicblock:12, 铜块
mekanism:basicblock:13, 锡块
mekanism:basicblock:14, 热力蒸馏控制器
mekanism:basicblock:15, 热力蒸馏阀门
mekanism:basicblock2:0, 热力蒸馏方块
mekanism:basicblock2:1, 输导套管
mekanism:basicblock2:2, 输导端口
mekanism:basicblock2:3, 基础输导元件
mekanism:basicblock2:3, 高级输导元件
mekanism:basicblock2:3, 精英输导元件
mekanism:basicblock2:3, 终极输导元件
mekanism:basicblock2:4, 基础输导供应器
mekanism:basicblock2:4, 高级输导供应器
mekanism:basicblock2:4, 精英输导供应器
mekanism:basicblock2:4, 终极输导供应器
mekanism:basicblock2:5, 热导元件
mekanism:basicblock2:6, 分压元件
mekanism:basicblock2:7, 锅炉外壳
mekanism:basicblock2:8, 锅炉阀门
mekanism:basicblock2:9, 机密桌
mekanism:machineblock:0, 富集仓
mekanism:machineblock:1, 锇压缩机
mekanism:machineblock:2, 融合机
mekanism:machineblock:3, 粉碎机
mekanism:machineblock:4, 数字型采矿机
mekanism:machineblock:5, 基础 熔炼 工厂
mekanism:machineblock:5, 基础 富集 工厂
mekanism:machineblock:5, 基础 粉碎 工厂
mekanism:machineblock:5, 基础 压缩 工厂
mekanism:machineblock:5, 基础 融合 工厂
mekanism:machineblock:5, 基础 提纯 工厂
mekanism:machineblock:5, 基础 压射 工厂
mekanism:machineblock:5, 基础 灌注 工厂
mekanism:machineblock:5, 基础 锯割 工厂
mekanism:machineblock:6, 高级 熔炼 工厂
mekanism:machineblock:6, 高级 富集 工厂
mekanism:machineblock:6, 高级 粉碎 工厂
mekanism:machineblock:6, 高级 压缩 工厂
mekanism:machineblock:6, 高级 融合 工厂
mekanism:machineblock:6, 高级 提纯 工厂
mekanism:machineblock:6, 高级 压射 工厂
mekanism:machineblock:6, 高级 灌注 工厂
mekanism:machineblock:6, 高级 锯割 工厂
mekanism:machineblock:7, 精英 熔炼 工厂
mekanism:machineblock:7, 精英 富集 工厂
mekanism:machineblock:7, 精英 粉碎 工厂
mekanism:machineblock:7, 精英 压缩 工厂
mekanism:machineblock:7, 精英 融合 工厂
mekanism:machineblock:7, 精英 提纯 工厂
mekanism:machineblock:7, 精英 压射 工厂
mekanism:machineblock:7, 精英 灌注 工厂
mekanism:machineblock:7, 精英 锯割 工厂
mekanism:machineblock:8, 冶金灌注机
mekanism:machineblock:9, 净化仓
mekanism:machineblock:10, 充能冶炼炉
mekanism:machineblock:11, 传送机
mekanism:machineblock:12, 电动泵
mekanism:machineblock:13, 私人箱子
mekanism:machineblock:14, 充电台
mekanism:machineblock:15, 物流整理机
mekanism:machineblock2:0, 回旋式气液转换机
mekanism:machineblock2:1, 化学氧化机
mekanism:machineblock2:2, 化学灌注器
mekanism:machineblock2:3, 化学压射室
mekanism:machineblock2:4, 电解分离器
mekanism:machineblock2:5, 精密锯木机
mekanism:machineblock2:6, 化学溶解室
mekanism:machineblock2:7, 化学清洗机
mekanism:machineblock2:8, 化学结晶器
mekanism:machineblock2:9, 地震振动器
mekanism:machineblock2:10, 加压反应室
mekanism:machineblock2:11, 基础液体储罐
mekanism:machineblock2:11, 高级液体储罐
mekanism:machineblock2:11, 精英液体储罐
mekanism:machineblock2:11, 终极液体储罐
mekanism:machineblock2:11, 创造液体储罐
mekanism:machineblock2:12, 流体装填机
mekanism:machineblock2:13, 激光
mekanism:machineblock2:14, 激光增幅器
mekanism:machineblock2:15, 激光牵引光束
mekanism:machineblock3:0, 量子传送装置
mekanism:machineblock3:1, 太阳能中子活化器
mekanism:machineblock3:3, 矿典转换器
mekanism:machineblock3:4, 电阻加热装置
mekanism:machineblock3:5, 公式装配器
mekanism:machineblock3:6, 木料加热器
mekanism:oreblock:0, 锇矿石
mekanism:oreblock:1, 铜矿石
mekanism:oreblock:2, 锡矿石
mekanism:energycube:0, 基础能量立方
mekanism:energycube:0, 基础能量立方
mekanism:energycube:0, 高级能量立方
mekanism:energycube:0, 高级能量立方
mekanism:energycube:0, 精英能量立方
mekanism:energycube:0, 精英能量立方
mekanism:energycube:0, 终极能量立方
mekanism:energycube:0, 终极能量立方
mekanism:energycube:0, 创造能量立方
mekanism:energycube:0, 创造能量立方
mekanism:transmitter:0, 基础通用线缆
mekanism:transmitter:0, 高级通用线缆
mekanism:transmitter:0, 精英通用线缆
mekanism:transmitter:0, 终极通用线缆
mekanism:transmitter:1, 基础机械管道
mekanism:transmitter:1, 高级机械管道
mekanism:transmitter:1, 精英机械管道
mekanism:transmitter:1, 终极机械管道
mekanism:transmitter:2, 基础加压管道
mekanism:transmitter:2, 高级加压管道
mekanism:transmitter:2, 精英加压管道
mekanism:transmitter:2, 终极加压管道
mekanism:transmitter:3, 基础物流管道
mekanism:transmitter:3, 高级物流管道
mekanism:transmitter:3, 精英物流管道
mekanism:transmitter:3, 终极物流管道
mekanism:transmitter:4, 限制传送管道
mekanism:transmitter:5, 转移传送管道
mekanism:transmitter:6, 基础热导线缆
mekanism:transmitter:6, 高级热导线缆
mekanism:transmitter:6, 精英热导线缆
mekanism:transmitter:6, 终极热导线缆
mekanism:obsidiantnt, 黑曜石 TNT
mekanism:boundingblock, 绑定方块
mekanism:gastank:0, 基础气体储罐
mekanism:gastank:0, 高级气体储罐
mekanism:gastank:0, 精英气体储罐
mekanism:gastank:0, 终极气体储罐
mekanism:gastank:0, 创造气体储罐
mekanism:gastank:0, 创造气体储罐
mekanism:gastank:0, 创造气体储罐
mekanism:gastank:0, 创造气体储罐
mekanism:gastank:0, 创造气体储罐
mekanism:gastank:0, 创造气体储罐
mekanism:gastank:0, 创造气体储罐
mekanism:gastank:0, 创造气体储罐
mekanism:gastank:0, 创造气体储罐
mekanism:gastank:0, 创造气体储罐
mekanism:gastank:0, 创造气体储罐
mekanism:gastank:0, 创造气体储罐
mekanism:gastank:0, 创造气体储罐
mekanism:gastank:0, 创造气体储罐
mekanism:gastank:0, 创造气体储罐
mekanism:gastank:0, 创造气体储罐
mekanism:cardboardbox, 纸箱
mekanism:glowpanel:0, §8黑色 发光面板
mekanism:glowpanel:1, §c红色 发光面板
mekanism:glowpanel:2, §2绿色 发光面板
mekanism:glowpanel:3, §6棕色 发光面板
mekanism:glowpanel:4, §1蓝色 发光面板
mekanism:glowpanel:5, §5紫色 发光面板
mekanism:glowpanel:6, §3青色 发光面板
mekanism:glowpanel:7, §7淡灰色 发光面板
mekanism:glowpanel:8, §8灰色 发光面板
mekanism:glowpanel:9, §d粉红色 发光面板
mekanism:glowpanel:10, §a黄绿色 发光面板
mekanism:glowpanel:11, §e黄色 发光面板
mekanism:glowpanel:12, §9淡蓝色 发光面板
mekanism:glowpanel:13, §d品红色 发光面板
mekanism:glowpanel:14, §6橙色 发光面板
mekanism:glowpanel:15, §f白色 发光面板
mekanism:plasticblock:0, §8黑色 塑料方块
mekanism:plasticblock:1, §c红色 塑料方块
mekanism:plasticblock:2, §2绿色 塑料方块
mekanism:plasticblock:3, §6棕色 塑料方块
mekanism:plasticblock:4, §1蓝色 塑料方块
mekanism:plasticblock:5, §5紫色 塑料方块
mekanism:plasticblock:6, §3青色 塑料方块
mekanism:plasticblock:7, §7淡灰色 塑料方块
mekanism:plasticblock:8, §8灰色 塑料方块
mekanism:plasticblock:9, §d粉红色 塑料方块
mekanism:plasticblock:10, §a黄绿色 塑料方块
mekanism:plasticblock:11, §e黄色 塑料方块
mekanism:plasticblock:12, §9淡蓝色 塑料方块
mekanism:plasticblock:13, §d品红色 塑料方块
mekanism:plasticblock:14, §6橙色 塑料方块
mekanism:plasticblock:15, §f白色 塑料方块
mekanism:slickplasticblock:0, §8黑色 光滑塑料方块
mekanism:slickplasticblock:1, §c红色 光滑塑料方块
mekanism:slickplasticblock:2, §2绿色 光滑塑料方块
mekanism:slickplasticblock:3, §6棕色 光滑塑料方块
mekanism:slickplasticblock:4, §1蓝色 光滑塑料方块
mekanism:slickplasticblock:5, §5紫色 光滑塑料方块
mekanism:slickplasticblock:6, §3青色 光滑塑料方块
mekanism:slickplasticblock:7, §7淡灰色 光滑塑料方块
mekanism:slickplasticblock:8, §8灰色 光滑塑料方块
mekanism:slickplasticblock:9, §d粉红色 光滑塑料方块
mekanism:slickplasticblock:10, §a黄绿色 光滑塑料方块
mekanism:slickplasticblock:11, §e黄色 光滑塑料方块
mekanism:slickplasticblock:12, §9淡蓝色 光滑塑料方块
mekanism:slickplasticblock:13, §d品红色 光滑塑料方块
mekanism:slickplasticblock:14, §6橙色 光滑塑料方块
mekanism:slickplasticblock:15, §f白色 光滑塑料方块
mekanism:glowplasticblock:0, §8黑色 塑料荧光方块
mekanism:glowplasticblock:1, §c红色 塑料荧光方块
mekanism:glowplasticblock:2, §2绿色 塑料荧光方块
mekanism:glowplasticblock:3, §6棕色 塑料荧光方块
mekanism:glowplasticblock:4, §1蓝色 塑料荧光方块
mekanism:glowplasticblock:5, §5紫色 塑料荧光方块
mekanism:glowplasticblock:6, §3青色 塑料荧光方块
mekanism:glowplasticblock:7, §7淡灰色 塑料荧光方块
mekanism:glowplasticblock:8, §8灰色 塑料荧光方块
mekanism:glowplasticblock:9, §d粉红色 塑料荧光方块
mekanism:glowplasticblock:10, §a黄绿色 塑料荧光方块
mekanism:glowplasticblock:11, §e黄色 塑料荧光方块
mekanism:glowplasticblock:12, §9淡蓝色 塑料荧光方块
mekanism:glowplasticblock:13, §d品红色 塑料荧光方块
mekanism:glowplasticblock:14, §6橙色 塑料荧光方块
mekanism:glowplasticblock:15, §f白色 塑料荧光方块
mekanism:reinforcedplasticblock:0, §8黑色 强化塑料方块
mekanism:reinforcedplasticblock:1, §c红色 强化塑料方块
mekanism:reinforcedplasticblock:2, §2绿色 强化塑料方块
mekanism:reinforcedplasticblock:3, §6棕色 强化塑料方块
mekanism:reinforcedplasticblock:4, §1蓝色 强化塑料方块
mekanism:reinforcedplasticblock:5, §5紫色 强化塑料方块
mekanism:reinforcedplasticblock:6, §3青色 强化塑料方块
mekanism:reinforcedplasticblock:7, §7淡灰色 强化塑料方块
mekanism:reinforcedplasticblock:8, §8灰色 强化塑料方块
mekanism:reinforcedplasticblock:9, §d粉红色 强化塑料方块
mekanism:reinforcedplasticblock:10, §a黄绿色 强化塑料方块
mekanism:reinforcedplasticblock:11, §e黄色 强化塑料方块
mekanism:reinforcedplasticblock:12, §9淡蓝色 强化塑料方块
mekanism:reinforcedplasticblock:13, §d品红色 强化塑料方块
mekanism:reinforcedplasticblock:14, §6橙色 强化塑料方块
mekanism:reinforcedplasticblock:15, §f白色 强化塑料方块
mekanism:roadplasticblock:0, §8黑色 塑料路
mekanism:roadplasticblock:1, §c红色 塑料路
mekanism:roadplasticblock:2, §2绿色 塑料路
mekanism:roadplasticblock:3, §6棕色 塑料路
mekanism:roadplasticblock:4, §1蓝色 塑料路
mekanism:roadplasticblock:5, §5紫色 塑料路
mekanism:roadplasticblock:6, §3青色 塑料路
mekanism:roadplasticblock:7, §7淡灰色 塑料路
mekanism:roadplasticblock:8, §8灰色 塑料路
mekanism:roadplasticblock:9, §d粉红色 塑料路
mekanism:roadplasticblock:10, §a黄绿色 塑料路
mekanism:roadplasticblock:11, §e黄色 塑料路
mekanism:roadplasticblock:12, §9淡蓝色 塑料路
mekanism:roadplasticblock:13, §d品红色 塑料路
mekanism:roadplasticblock:14, §6橙色 塑料路
mekanism:roadplasticblock:15, §f白色 塑料路
mekanism:plasticfence:0, §8黑色 塑料栅栏
mekanism:plasticfence:1, §c红色 塑料栅栏
mekanism:plasticfence:2, §2绿色 塑料栅栏
mekanism:plasticfence:3, §6棕色 塑料栅栏
mekanism:plasticfence:4, §1蓝色 塑料栅栏
mekanism:plasticfence:5, §5紫色 塑料栅栏
mekanism:plasticfence:6, §3青色 塑料栅栏
mekanism:plasticfence:7, §7淡灰色 塑料栅栏
mekanism:plasticfence:8, §8灰色 塑料栅栏
mekanism:plasticfence:9, §d粉红色 塑料栅栏
mekanism:plasticfence:10, §a黄绿色 塑料栅栏
mekanism:plasticfence:11, §e黄色 塑料栅栏
mekanism:plasticfence:12, §9淡蓝色 塑料栅栏
mekanism:plasticfence:13, §d品红色 塑料栅栏
mekanism:plasticfence:14, §6橙色 塑料栅栏
mekanism:plasticfence:15, §f白色 塑料栅栏
mekanism:saltblock, 盐块
modularmachinery:itemblueprint, 机械蓝图
modularmachinery:itemmodularium, 模块化合金锭
modularmachinery:itemconstructtool, 建造选择工具
modularmachinery:blockcontroller, 机械控制器
